Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	co_culture	time	host_plant	host_genotype	infiltration_agent	inoculation_time (h post infiltration)	sample_time (h post inoculation)	additional_notes
SRX1828916	6/12/16 16:21	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644701	SRP076234	PRJNA324711	324711	SRS1490490	SAMN05213589	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612086				5213589	PS368+pEM53			algU_regulon	algU_del_sacB	DC3000																	
SRX1828917	6/12/16 16:21	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644702	SRP076234	PRJNA324711	324711	SRS1490491	SAMN05213590	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612087				5213590	PS368+pJN105			algU_regulon	empty_vector	DC3000																	
SRX1828918	6/12/16 16:21	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644703	SRP076234	PRJNA324711	324711	SRS1490492	SAMN05213591	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612088				5213591	PS368+pEM53			algU_regulon	algU_del_sacB	DC3000																	
SRX3158988	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003706	SRP117026	PRJNA401802	401802	SRS2490312	SAMN07604103	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459308	GSE103406	GSM2770697	29531038	7604103	Pto			immunity_no_isolation	WT_WT_mock	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	DMSO	20	7	
SRX3158989	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003707	SRP117026	PRJNA401802	401802	SRS2490313	SAMN07604102	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459309	GSE103406	GSM2770698	29531038	7604102	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158990	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003708	SRP117026	PRJNA401802	401802	SRS2490314	SAMN07604101	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459310	GSE103406	GSM2770699	29531038	7604101	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158991	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003709	SRP117026	PRJNA401802	401802	SRS2490315	SAMN07604100	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459311	GSE103406	GSM2770700	29531038	7604100	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158992	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003710	SRP117026	PRJNA401802	401802	SRS2490316	SAMN07604099	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459312	GSE103406	GSM2770701	29531038	7604099	Pto			immunity_no_isolation	WT_WT_mock	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	DMSO	20	7	
SRX3158993	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003711	SRP117026	PRJNA401802	401802	SRS2490317	SAMN07604098	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459313	GSE103406	GSM2770702	29531038	7604098	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158994	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003712	SRP117026	PRJNA401802	401802	SRS2490319	SAMN07604097	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459314	GSE103406	GSM2770703	29531038	7604097	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158995	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003713	SRP117026	PRJNA401802	401802	SRS2490318	SAMN07604096	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459315	GSE103406	GSM2770704	29531038	7604096	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158996	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003714	SRP117026	PRJNA401802	401802	SRS2490320	SAMN07604172	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459316	GSE103406	GSM2770705	29531038	7604172	Pto			immunity_no_isolation	WT_WT_mock	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	DMSO	20	7	
SRX3158997	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003715	SRP117026	PRJNA401802	401802	SRS2490321	SAMN07604171	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459317	GSE103406	GSM2770706	29531038	7604171	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158998	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003716	SRP117026	PRJNA401802	401802	SRS2490322	SAMN07604170	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459318	GSE103406	GSM2770707	29531038	7604170	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3158999	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6003717	SRP117026	PRJNA401802	401802	SRS2490323	SAMN07604169	SRA605254	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459319	GSE103406	GSM2770708	29531038	7604169	Pto			immunity_no_isolation	WT_WT_flg22	DC3000	King's B	Glycerol		TRUE		30	6.9		0.75			Arabidopsis thaliana	Col-0	flg22	20	7	
SRX3159002	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003718	SRP117027	PRJNA401856	401856	SRS2490326	SAMN07604168	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459333	GSE103441	GSM2771365	29531038	7604168	Pto			immunity_isolated	WT_WT	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159003	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003719	SRP117027	PRJNA401856	401856	SRS2490327	SAMN07604167	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459334	GSE103441	GSM2771366	29531038	7604167	Pto			immunity_isolated	WT_npr1	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	npr1-1		24	6	
SRX3159004	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003720	SRP117027	PRJNA401856	401856	SRS2490328	SAMN07604166	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459335	GSE103441	GSM2771367	29531038	7604166	Pto			immunity_isolated	WT_DE	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	dde2-2 ein2-1		24	6	
SRX3159005	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003721	SRP117027	PRJNA401856	401856	SRS2490329	SAMN07604165	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459336	GSE103441	GSM2771368	29531038	7604165	Pto			immunity_isolated	WT_DEPS	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	dde2-2 ein2-1 pad4-1 sid2-2		24	6	
SRX3159006	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003722	SRP117027	PRJNA401856	401856	SRS2490330	SAMN07604164	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459337	GSE103441	GSM2771369	29531038	7604164	Pto-AvrRpt2			immunity_isolated	AvrRpt2_WT	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159007	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003723	SRP117027	PRJNA401856	401856	SRS2490331	SAMN07604163	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459338	GSE103441	GSM2771370	29531038	7604163	Pto-AvrRpt2			immunity_isolated	AvrRpt2_npr1	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	npr1-1		24	6	
SRX3159008	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003724	SRP117027	PRJNA401856	401856	SRS2490332	SAMN07604162	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459339	GSE103441	GSM2771371	29531038	7604162	Pto-AvrRpt2			immunity_isolated	AvrRpt2_DE	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	dde2-2 ein2-1		24	6	
SRX3159009	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003725	SRP117027	PRJNA401856	401856	SRS2490333	SAMN07604161	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459340	GSE103441	GSM2771372	29531038	7604161	Pto-AvrRpt2			immunity_isolated	AvrRpt2_DEPS	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	dde2-2 ein2-1 pad4-1 sid2-2		24	6	
SRX3159010	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003726	SRP117027	PRJNA401856	401856	SRS2490334	SAMN07604160	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459341	GSE103441	GSM2771373	29531038	7604160	Pto			immunity_isolated	WT_WT	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159011	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003727	SRP117027	PRJNA401856	401856	SRS2490335	SAMN07604159	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459342	GSE103441	GSM2771374	29531038	7604159	Pto			immunity_isolated	WT_sid2	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	sid2-2		24	6	
SRX3159012	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003728	SRP117027	PRJNA401856	401856	SRS2490336	SAMN07604158	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459343	GSE103441	GSM2771375	29531038	7604158	Pto			immunity_isolated	WT_pad4	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1		24	6	
SRX3159013	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003729	SRP117027	PRJNA401856	401856	SRS2490337	SAMN07604156	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459344	GSE103441	GSM2771376	29531038	7604156	Pto			immunity_isolated	WT_PS	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1 sid2-2		24	6	
SRX3159014	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003730	SRP117027	PRJNA401856	401856	SRS2490338	SAMN07604155	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459345	GSE103441	GSM2771377	29531038	7604155	Pto-AvrRpt2			immunity_isolated	AvrRpt2_WT	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159015	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003731	SRP117027	PRJNA401856	401856	SRS2490339	SAMN07604154	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459346	GSE103441	GSM2771378	29531038	7604154	Pto-AvrRpt2			immunity_isolated	AvrRpt2_sid2	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	sid2-2		24	6	
SRX3159016	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003732	SRP117027	PRJNA401856	401856	SRS2490340	SAMN07604153	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459347	GSE103441	GSM2771379	29531038	7604153	Pto-AvrRpt2			immunity_isolated	AvrRpt2_pad4	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1		24	6	
SRX3159017	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003733	SRP117027	PRJNA401856	401856	SRS2490341	SAMN07604152	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459348	GSE103441	GSM2771380	29531038	7604152	Pto-AvrRpt2			immunity_isolated	AvrRpt2_PS	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1 sid2-2		24	6	
SRX3159018	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003734	SRP117027	PRJNA401856	401856	SRS2490342	SAMN07604151	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459349	GSE103441	GSM2771381	29531038	7604151	Pto			immunity_isolated	WT_WT	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159019	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003735	SRP117027	PRJNA401856	401856	SRS2490343	SAMN07604205	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459350	GSE103441	GSM2771382	29531038	7604205	Pto			immunity_isolated	WT_sid2	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	sid2-2		24	6	
SRX3159020	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003736	SRP117027	PRJNA401856	401856	SRS2490344	SAMN07604157	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459351	GSE103441	GSM2771383	29531038	7604157	Pto			immunity_isolated	WT_pad4	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1		24	6	
SRX3159021	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003737	SRP117027	PRJNA401856	401856	SRS2490345	SAMN07604204	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459352	GSE103441	GSM2771384	29531038	7604204	Pto			immunity_isolated	WT_PS	DC3000	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1 sid2-2		24	6	
SRX3159022	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003738	SRP117027	PRJNA401856	401856	SRS2490347	SAMN07604203	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459353	GSE103441	GSM2771385	29531038	7604203	Pto-AvrRpt2			immunity_isolated	AvrRpt2_WT	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	Col-0		24	6	
SRX3159023	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003739	SRP117027	PRJNA401856	401856	SRS2490346	SAMN07604202	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459354	GSE103441	GSM2771386	29531038	7604202	Pto-AvrRpt2			immunity_isolated	AvrRpt2_sid2	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	sid2-2		24	6	
SRX3159024	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003740	SRP117027	PRJNA401856	401856	SRS2490348	SAMN07604201	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459355	GSE103441	GSM2771387	29531038	7604201	Pto-AvrRpt2			immunity_isolated	AvrRpt2_pad4	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1		24	6	
SRX3159025	2/27/18 16:49	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR6003741	SRP117027	PRJNA401856	401856	SRS2490349	SAMN07604200	SRA605255	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4459356	GSE103441	GSM2771388	29531038	7604200	Pto-AvrRpt2			immunity_isolated	AvrRpt2_PS	DC3000-AvrRpt2	King's B	Glycerol		TRUE		28	6.9		0.5			Arabidopsis thaliana	pad4-1 sid2-2		24	6	
